[000000] Main INICIO

[000000] criando 133 tarefas...
Progresso 1932000/5236609 [Task 76]
Progresso 1933000/5236609 [Task 12]
Progresso 1934000/5236609 [Task 81]
Progresso 1935000/5236609 [Task 17]
Progresso 1936000/5236609 [Task 86]
Progresso 1937000/5236609 [Task 22]
Progresso 1938000/5236609 [Task 91]
Progresso 1939000/5236609 [Task 27]
Progresso 1940000/5236609 [Task 96]
Progresso 1941000/5236609 [Task 32]
Progresso 1942000/5236609 [Task 101]
Progresso 1943000/5236609 [Task 37]
Progresso 1944000/5236609 [Task 106]
Progresso 1945000/5236609 [Task 42]
Progresso 1946000/5236609 [Task 111]
Progresso 1947000/5236609 [Task 47]
Progresso 1948000/5236609 [Task 116]
Progresso 1949000/5236609 [Task 52]
Progresso 1950000/5236609 [Task 121]
Progresso 1951000/5236609 [Task 57]
Progresso 1952000/5236609 [Task 126]
Progresso 1953000/5236609 [Task 62]
Progresso 1954000/5236609 [Task 131]
Progresso 1955000/5236609 [Task 67]
Progresso 1956000/5236609 [Task 3]
Progresso 1957000/5236609 [Task 72]
Progresso 1958000/5236609 [Task 8]
Progresso 1959000/5236609 [Task 77]
Progresso 1960000/5236609 [Task 13]
Progresso 1961000/5236609 [Task 82]
Progresso 1962000/5236609 [Task 18]
Progresso 1963000/5236609 [Task 87]
Progresso 1964000/5236609 [Task 23]
Progresso 1965000/5236609 [Task 92]
Progresso 1966000/5236609 [Task 28]
Progresso 1967000/5236609 [Task 97]
Progresso 1968000/5236609 [Task 33]
Progresso 1969000/5236609 [Task 102]
Progresso 1970000/5236609 [Task 38]
Progresso 1971000/5236609 [Task 107]
Progresso 1972000/5236609 [Task 43]
Progresso 1973000/5236609 [Task 112]
Progresso 1974000/5236609 [Task 48]
Progresso 1975000/5236609 [Task 117]
Progresso 1976000/5236609 [Task 53]
Progresso 1977000/5236609 [Task 122]
Progresso 1978000/5236609 [Task 58]
Progresso 1979000/5236609 [Task 127]
Progresso 1980000/5236609 [Task 63]
Progresso 1981000/5236609 [Task 132]
Progresso 1982000/5236609 [Task 68]
Progresso 1983000/5236609 [Task 4]
Progresso 1984000/5236609 [Task 73]
Progresso 1985000/5236609 [Task 9]
Progresso 1986000/5236609 [Task 78]
Progresso 1987000/5236609 [Task 14]
Progresso 1988000/5236609 [Task 83]
Progresso 1989000/5236609 [Task 19]
Progresso 1990000/5236609 [Task 88]
Progresso 1991000/5236609 [Task 24]
Progresso 1992000/5236609 [Task 93]
Progresso 1993000/5236609 [Task 29]
Progresso 1994000/5236609 [Task 98]
Progresso 1995000/5236609 [Task 34]
Progresso 1996000/5236609 [Task 103]
Progresso 1997000/5236609 [Task 39]
Progresso 1998000/5236609 [Task 108]
Progresso 1999000/5236609 [Task 44]
Progresso 2000000/5236609 [Task 113]
Progresso 2001000/5236609 [Task 49]
Progresso 2002000/5236609 [Task 118]
Progresso 2003000/5236609 [Task 54]
Progresso 2004000/5236609 [Task 123]
Progresso 2005000/5236609 [Task 59]
Progresso 2006000/5236609 [Task 128]
Progresso 2007000/5236609 [Task 64]
Progresso 2008000/5236609 [Task 133]
Progresso 2009000/5236609 [Task 69]
Progresso 2010000/5236609 [Task 5]
Progresso 2011000/5236609 [Task 74]
Progresso 2012000/5236609 [Task 10]
Progresso 2013000/5236609 [Task 79]
Progresso 2014000/5236609 [Task 15]
Progresso 2015000/5236609 [Task 84]
Progresso 2016000/5236609 [Task 20]
Progresso 2017000/5236609 [Task 89]
Progresso 2018000/5236609 [Task 25]
Progresso 2019000/5236609 [Task 94]
Progresso 2020000/5236609 [Task 30]
Progresso 2021000/5236609 [Task 99]
Progresso 2022000/5236609 [Task 35]
Progresso 2023000/5236609 [Task 104]
Progresso 2024000/5236609 [Task 40]
Progresso 2025000/5236609 [Task 109]
Progresso 2026000/5236609 [Task 45]
Progresso 2027000/5236609 [Task 114]
Progresso 2028000/5236609 [Task 50]
Progresso 2029000/5236609 [Task 119]
Progresso 2030000/5236609 [Task 55]
Progresso 2031000/5236609 [Task 124]
Progresso 2032000/5236609 [Task 60]
Progresso 2033000/5236609 [Task 129]
Progresso 2034000/5236609 [Task 65]
Progresso 2035000/5236609 [Task 134]
Progresso 2036000/5236609 [Task 70]
Progresso 2037000/5236609 [Task 6]
Progresso 2038000/5236609 [Task 75]
Progresso 2039000/5236609 [Task 11]
Progresso 2040000/5236609 [Task 80]
Progresso 2041000/5236609 [Task 16]
Progresso 2042000/5236609 [Task 85]
Progresso 2043000/5236609 [Task 21]
Progresso 2044000/5236609 [Task 90]
Progresso 2045000/5236609 [Task 26]
Progresso 2046000/5236609 [Task 95]
Progresso 2047000/5236609 [Task 31]
Progresso 2048000/5236609 [Task 100]
Progresso 2049000/5236609 [Task 36]
Progresso 2050000/5236609 [Task 105]
Progresso 2051000/5236609 [Task 41]
Progresso 2052000/5236609 [Task 110]
Progresso 2053000/5236609 [Task 46]
Progresso 2054000/5236609 [Task 115]
Progresso 2055000/5236609 [Task 51]
Progresso 2056000/5236609 [Task 120]
Progresso 2057000/5236609 [Task 56]
Progresso 2058000/5236609 [Task 125]
Progresso 2059000/5236609 [Task 61]
Progresso 2060000/5236609 [Task 130]
Progresso 2061000/5236609 [Task 66]
Progresso 2062000/5236609 [Task 2]
Progresso 2063000/5236609 [Task 71]
Progresso 2064000/5236609 [Task 7]
Progresso 2065000/5236609 [Task 76]
Progresso 2066000/5236609 [Task 12]
Progresso 2067000/5236609 [Task 81]
Progresso 2068000/5236609 [Task 17]
Progresso 2069000/5236609 [Task 86]
Progresso 2070000/5236609 [Task 22]
Progresso 2071000/5236609 [Task 91]
Progresso 2072000/5236609 [Task 27]
Progresso 2073000/5236609 [Task 96]
Progresso 2074000/5236609 [Task 32]
Progresso 2075000/5236609 [Task 101]
Progresso 2076000/5236609 [Task 37]
Progresso 2077000/5236609 [Task 106]
Progresso 2078000/5236609 [Task 42]
Progresso 2079000/5236609 [Task 111]
Progresso 2080000/5236609 [Task 47]
Progresso 2081000/5236609 [Task 116]
Progresso 2082000/5236609 [Task 52]
Progresso 2083000/5236609 [Task 121]
Progresso 2084000/5236609 [Task 57]
Progresso 2085000/5236609 [Task 126]
Progresso 2086000/5236609 [Task 62]
Progresso 2087000/5236609 [Task 131]
Progresso 2088000/5236609 [Task 67]
Progresso 2089000/5236609 [Task 3]
Progresso 2090000/5236609 [Task 72]
Progresso 2091000/5236609 [Task 8]
Progresso 2092000/5236609 [Task 77]
Progresso 2093000/5236609 [Task 13]
Progresso 2094000/5236609 [Task 82]
Progresso 2095000/5236609 [Task 18]
Progresso 2096000/5236609 [Task 87]
Progresso 2097000/5236609 [Task 23]
Progresso 2098000/5236609 [Task 92]
Progresso 2099000/5236609 [Task 28]
Progresso 2100000/5236609 [Task 97]
Progresso 2101000/5236609 [Task 33]
Progresso 2102000/5236609 [Task 102]
Progresso 2103000/5236609 [Task 38]
Progresso 2104000/5236609 [Task 107]
Progresso 2105000/5236609 [Task 43]
Progresso 2106000/5236609 [Task 112]
Progresso 2107000/5236609 [Task 48]
Progresso 2108000/5236609 [Task 117]
Progresso 2109000/5236609 [Task 53]
Progresso 2110000/5236609 [Task 122]
Progresso 2111000/5236609 [Task 58]
Progresso 2112000/5236609 [Task 127]
Progresso 2113000/5236609 [Task 63]
Progresso 2114000/5236609 [Task 132]
Progresso 2115000/5236609 [Task 68]
Progresso 2116000/5236609 [Task 4]
Progresso 2117000/5236609 [Task 73]
Progresso 2118000/5236609 [Task 9]
Progresso 2119000/5236609 [Task 78]
Progresso 2120000/5236609 [Task 14]
Progresso 2121000/5236609 [Task 83]
Progresso 2122000/5236609 [Task 19]
Progresso 2123000/5236609 [Task 88]
Progresso 2124000/5236609 [Task 24]
Progresso 2125000/5236609 [Task 93]
Progresso 2126000/5236609 [Task 29]
Progresso 2127000/5236609 [Task 98]
Progresso 2128000/5236609 [Task 34]
Progresso 2129000/5236609 [Task 103]
Progresso 2130000/5236609 [Task 39]
Progresso 2131000/5236609 [Task 108]
Progresso 2132000/5236609 [Task 44]
Progresso 2133000/5236609 [Task 113]
Progresso 2134000/5236609 [Task 49]
Progresso 2135000/5236609 [Task 118]
Progresso 2136000/5236609 [Task 54]
Progresso 2137000/5236609 [Task 123]
Progresso 2138000/5236609 [Task 59]
Progresso 2139000/5236609 [Task 128]
Progresso 2140000/5236609 [Task 64]
Progresso 2141000/5236609 [Task 133]
Progresso 2142000/5236609 [Task 69]
Progresso 2143000/5236609 [Task 5]
Progresso 2144000/5236609 [Task 74]
Progresso 2145000/5236609 [Task 10]
Progresso 2146000/5236609 [Task 79]
Progresso 2147000/5236609 [Task 15]
Progresso 2148000/5236609 [Task 84]
Progresso 2149000/5236609 [Task 20]
Progresso 2150000/5236609 [Task 89]
Progresso 2151000/5236609 [Task 25]
Progresso 2152000/5236609 [Task 94]
Progresso 2153000/5236609 [Task 30]
Progresso 2154000/5236609 [Task 99]
Progresso 2155000/5236609 [Task 35]
Progresso 2156000/5236609 [Task 104]
Progresso 2157000/5236609 [Task 40]
Progresso 2158000/5236609 [Task 109]
Progresso 2159000/5236609 [Task 45]
Progresso 2160000/5236609 [Task 114]
Progresso 2161000/5236609 [Task 50]
Progresso 2162000/5236609 [Task 119]
Progresso 2163000/5236609 [Task 55]
Progresso 2164000/5236609 [Task 124]
Progresso 2165000/5236609 [Task 60]
Progresso 2166000/5236609 [Task 129]
Progresso 2167000/5236609 [Task 65]
Progresso 2168000/5236609 [Task 134]
Progresso 2169000/5236609 [Task 70]
Progresso 2170000/5236609 [Task 6]
Progresso 2171000/5236609 [Task 75]
Progresso 2172000/5236609 [Task 11]
Progresso 2173000/5236609 [Task 80]
Progresso 2174000/5236609 [Task 16]
Progresso 2175000/5236609 [Task 85]
Progresso 2176000/5236609 [Task 21]
Progresso 2177000/5236609 [Task 90]
Progresso 2178000/5236609 [Task 26]
Progresso 2179000/5236609 [Task 95]
Progresso 2180000/5236609 [Task 31]
Progresso 2181000/5236609 [Task 100]
Progresso 2182000/5236609 [Task 36]
Progresso 2183000/5236609 [Task 105]
Progresso 2184000/5236609 [Task 41]
Progresso 2185000/5236609 [Task 110]
Progresso 2186000/5236609 [Task 46]
Progresso 2187000/5236609 [Task 115]
Progresso 2188000/5236609 [Task 51]
Progresso 2189000/5236609 [Task 120]
Progresso 2190000/5236609 [Task 56]
Progresso 2191000/5236609 [Task 125]
Progresso 2192000/5236609 [Task 61]
Progresso 2193000/5236609 [Task 130]
Progresso 2194000/5236609 [Task 66]
Progresso 2195000/5236609 [Task 2]
Progresso 2196000/5236609 [Task 71]
Progresso 2197000/5236609 [Task 7]
Progresso 2198000/5236609 [Task 76]
Progresso 2199000/5236609 [Task 12]
Progresso 2200000/5236609 [Task 81]
Progresso 2201000/5236609 [Task 17]
Progresso 2202000/5236609 [Task 86]
Progresso 2203000/5236609 [Task 22]
Progresso 2204000/5236609 [Task 91]
Progresso 2205000/5236609 [Task 27]
Progresso 2206000/5236609 [Task 96]
Progresso 2207000/5236609 [Task 32]
Progresso 2208000/5236609 [Task 101]
Progresso 2209000/5236609 [Task 37]
Progresso 2210000/5236609 [Task 106]
Progresso 2211000/5236609 [Task 42]
Progresso 2212000/5236609 [Task 111]
Progresso 2213000/5236609 [Task 47]
Progresso 2214000/5236609 [Task 116]
Progresso 2215000/5236609 [Task 52]
Progresso 2216000/5236609 [Task 121]
Progresso 2217000/5236609 [Task 57]
Progresso 2218000/5236609 [Task 126]
Progresso 2219000/5236609 [Task 62]
Progresso 2220000/5236609 [Task 131]
Progresso 2221000/5236609 [Task 67]
Progresso 2222000/5236609 [Task 3]
Progresso 2223000/5236609 [Task 72]
Progresso 2224000/5236609 [Task 8]
Progresso 2225000/5236609 [Task 77]
Progresso 2226000/5236609 [Task 13]
Progresso 2227000/5236609 [Task 82]
Progresso 2228000/5236609 [Task 18]
Progresso 2229000/5236609 [Task 87]
Progresso 2230000/5236609 [Task 23]
Progresso 2231000/5236609 [Task 92]
Progresso 2232000/5236609 [Task 28]
Progresso 2233000/5236609 [Task 97]
Progresso 2234000/5236609 [Task 33]
Progresso 2235000/5236609 [Task 102]
Progresso 2236000/5236609 [Task 38]
Progresso 2237000/5236609 [Task 107]
Progresso 2238000/5236609 [Task 43]
Progresso 2239000/5236609 [Task 112]
Progresso 2240000/5236609 [Task 48]
Progresso 2241000/5236609 [Task 117]
Progresso 2242000/5236609 [Task 53]
Progresso 2243000/5236609 [Task 122]
Progresso 2244000/5236609 [Task 58]
Progresso 2245000/5236609 [Task 127]
Progresso 2246000/5236609 [Task 63]
Progresso 2247000/5236609 [Task 132]
Progresso 2248000/5236609 [Task 68]
Progresso 2249000/5236609 [Task 4]
Progresso 2250000/5236609 [Task 73]
Progresso 2251000/5236609 [Task 9]
Progresso 2252000/5236609 [Task 78]
Progresso 2253000/5236609 [Task 14]
Progresso 2254000/5236609 [Task 83]
Progresso 2255000/5236609 [Task 19]
Progresso 2256000/5236609 [Task 88]
Progresso 2257000/5236609 [Task 24]
Progresso 2258000/5236609 [Task 93]
Progresso 2259000/5236609 [Task 29]
Progresso 2260000/5236609 [Task 98]
Progresso 2261000/5236609 [Task 34]
Progresso 2262000/5236609 [Task 103]
Progresso 2263000/5236609 [Task 39]
Progresso 2264000/5236609 [Task 108]
Progresso 2265000/5236609 [Task 44]
Progresso 2266000/5236609 [Task 113]
Progresso 2267000/5236609 [Task 49]
Progresso 2268000/5236609 [Task 118]
Progresso 2269000/5236609 [Task 54]
Progresso 2270000/5236609 [Task 123]
Progresso 2271000/5236609 [Task 59]
Progresso 2272000/5236609 [Task 128]
Progresso 2273000/5236609 [Task 64]
Progresso 2274000/5236609 [Task 133]
Progresso 2275000/5236609 [Task 69]
Progresso 2276000/5236609 [Task 5]
Progresso 2277000/5236609 [Task 74]
Progresso 2278000/5236609 [Task 10]
Progresso 2279000/5236609 [Task 79]
Progresso 2280000/5236609 [Task 15]
Progresso 2281000/5236609 [Task 84]
Progresso 2282000/5236609 [Task 20]
Progresso 2283000/5236609 [Task 89]
Progresso 2284000/5236609 [Task 25]
Progresso 2285000/5236609 [Task 94]
Progresso 2286000/5236609 [Task 30]
Progresso 2287000/5236609 [Task 99]
Progresso 2288000/5236609 [Task 35]
Progresso 2289000/5236609 [Task 104]
Progresso 2290000/5236609 [Task 40]
Progresso 2291000/5236609 [Task 109]
Progresso 2292000/5236609 [Task 45]
Progresso 2293000/5236609 [Task 114]
Progresso 2294000/5236609 [Task 50]
Progresso 2295000/5236609 [Task 119]
Progresso 2296000/5236609 [Task 55]
Progresso 2297000/5236609 [Task 124]
Progresso 2298000/5236609 [Task 60]
Progresso 2299000/5236609 [Task 129]
Progresso 2300000/5236609 [Task 65]
Progresso 2301000/5236609 [Task 134]
Progresso 2302000/5236609 [Task 70]
Progresso 2303000/5236609 [Task 6]
Progresso 2304000/5236609 [Task 75]
Progresso 2305000/5236609 [Task 11]
Progresso 2306000/5236609 [Task 80]
Progresso 2307000/5236609 [Task 16]
Progresso 2308000/5236609 [Task 85]
Progresso 2309000/5236609 [Task 21]
Progresso 2310000/5236609 [Task 90]
Progresso 2311000/5236609 [Task 26]
Progresso 2312000/5236609 [Task 95]
Progresso 2313000/5236609 [Task 31]
Progresso 2314000/5236609 [Task 100]
Progresso 2315000/5236609 [Task 36]
Progresso 2316000/5236609 [Task 105]
Progresso 2317000/5236609 [Task 41]
Progresso 2318000/5236609 [Task 110]
Progresso 2319000/5236609 [Task 46]
Progresso 2320000/5236609 [Task 115]
Progresso 2321000/5236609 [Task 51]
Progresso 2322000/5236609 [Task 120]
Progresso 2323000/5236609 [Task 56]
Progresso 2324000/5236609 [Task 125]
Progresso 2325000/5236609 [Task 61]
Progresso 2326000/5236609 [Task 130]
Progresso 2327000/5236609 [Task 66]
Progresso 2328000/5236609 [Task 2]
Progresso 2329000/5236609 [Task 71]
Progresso 2330000/5236609 [Task 7]
Progresso 2331000/5236609 [Task 76]
Progresso 2332000/5236609 [Task 12]
Progresso 2333000/5236609 [Task 81]
Progresso 2334000/5236609 [Task 17]
Progresso 2335000/5236609 [Task 86]
Progresso 2336000/5236609 [Task 22]
Progresso 2337000/5236609 [Task 91]
Progresso 2338000/5236609 [Task 27]
Progresso 2339000/5236609 [Task 96]
Progresso 2340000/5236609 [Task 32]
Progresso 2341000/5236609 [Task 101]
Progresso 2342000/5236609 [Task 37]
Progresso 2343000/5236609 [Task 106]
Progresso 2344000/5236609 [Task 42]
Progresso 2345000/5236609 [Task 111]
Progresso 2346000/5236609 [Task 47]
Progresso 2347000/5236609 [Task 116]
Progresso 2348000/5236609 [Task 52]
Progresso 2349000/5236609 [Task 121]
Progresso 2350000/5236609 [Task 57]
Progresso 2351000/5236609 [Task 126]
Progresso 2352000/5236609 [Task 62]
Progresso 2353000/5236609 [Task 131]
Progresso 2354000/5236609 [Task 67]
Progresso 2355000/5236609 [Task 3]
Progresso 2356000/5236609 [Task 72]
Progresso 2357000/5236609 [Task 8]
Progresso 2358000/5236609 [Task 77]
Progresso 2359000/5236609 [Task 13]
Progresso 2360000/5236609 [Task 82]
Progresso 2361000/5236609 [Task 18]
Progresso 2362000/5236609 [Task 87]
Progresso 2363000/5236609 [Task 23]
Progresso 2364000/5236609 [Task 92]
Progresso 2365000/5236609 [Task 28]
Progresso 2366000/5236609 [Task 97]
Progresso 2367000/5236609 [Task 33]
Progresso 2368000/5236609 [Task 102]
Progresso 2369000/5236609 [Task 38]
Progresso 2370000/5236609 [Task 107]
Progresso 2371000/5236609 [Task 43]
Progresso 2372000/5236609 [Task 112]
Progresso 2373000/5236609 [Task 48]
Progresso 2374000/5236609 [Task 117]
Progresso 2375000/5236609 [Task 53]
Progresso 2376000/5236609 [Task 122]
Progresso 2377000/5236609 [Task 58]
Progresso 2378000/5236609 [Task 127]
Progresso 2379000/5236609 [Task 63]
Progresso 2380000/5236609 [Task 132]
Progresso 2381000/5236609 [Task 68]
Progresso 2382000/5236609 [Task 4]
Progresso 2383000/5236609 [Task 73]
Progresso 2384000/5236609 [Task 9]
Progresso 2385000/5236609 [Task 78]
Progresso 2386000/5236609 [Task 14]
Progresso 2387000/5236609 [Task 83]
Progresso 2388000/5236609 [Task 19]
Progresso 2389000/5236609 [Task 88]
Progresso 2390000/5236609 [Task 24]
Progresso 2391000/5236609 [Task 93]
Progresso 2392000/5236609 [Task 29]
Progresso 2393000/5236609 [Task 98]
Progresso 2394000/5236609 [Task 34]
Progresso 2395000/5236609 [Task 103]
Progresso 2396000/5236609 [Task 39]
Progresso 2397000/5236609 [Task 108]
Progresso 2398000/5236609 [Task 44]
Progresso 2399000/5236609 [Task 113]
Progresso 2400000/5236609 [Task 49]
Progresso 2401000/5236609 [Task 118]
Progresso 2402000/5236609 [Task 54]
Progresso 2403000/5236609 [Task 123]
Progresso 2404000/5236609 [Task 59]
Progresso 2405000/5236609 [Task 128]
Progresso 2406000/5236609 [Task 64]
Progresso 2407000/5236609 [Task 133]
Progresso 2408000/5236609 [Task 69]
Progresso 2409000/5236609 [Task 5]
Progresso 2410000/5236609 [Task 74]
Progresso 2411000/5236609 [Task 10]
Progresso 2412000/5236609 [Task 79]
Progresso 2413000/5236609 [Task 15]
Progresso 2414000/5236609 [Task 84]
Progresso 2415000/5236609 [Task 20]
Progresso 2416000/5236609 [Task 89]
Progresso 2417000/5236609 [Task 25]
Progresso 2418000/5236609 [Task 94]
Progresso 2419000/5236609 [Task 30]
Progresso 2420000/5236609 [Task 99]
Progresso 2421000/5236609 [Task 35]
Progresso 2422000/5236609 [Task 104]
Progresso 2423000/5236609 [Task 40]
Progresso 2424000/5236609 [Task 109]
Progresso 2425000/5236609 [Task 45]
Progresso 2426000/5236609 [Task 114]
Progresso 2427000/5236609 [Task 50]
Progresso 2428000/5236609 [Task 119]
Progresso 2429000/5236609 [Task 55]
Progresso 2430000/5236609 [Task 124]
Progresso 2431000/5236609 [Task 60]
Progresso 2432000/5236609 [Task 129]
Progresso 2433000/5236609 [Task 65]
Progresso 2434000/5236609 [Task 134]
Progresso 2435000/5236609 [Task 70]
Progresso 2436000/5236609 [Task 6]
Progresso 2437000/5236609 [Task 75]
Progresso 2438000/5236609 [Task 11]
Progresso 2439000/5236609 [Task 80]
Progresso 2440000/5236609 [Task 16]
Progresso 2441000/5236609 [Task 85]
Progresso 2442000/5236609 [Task 21]
Progresso 2443000/5236609 [Task 90]
Progresso 2444000/5236609 [Task 26]
Progresso 2445000/5236609 [Task 95]
Progresso 2446000/5236609 [Task 31]
Progresso 2447000/5236609 [Task 100]
Progresso 2448000/5236609 [Task 36]
Progresso 2449000/5236609 [Task 105]
Progresso 2450000/5236609 [Task 41]
Progresso 2451000/5236609 [Task 110]
Progresso 2452000/5236609 [Task 46]
Progresso 2453000/5236609 [Task 115]
Progresso 2454000/5236609 [Task 51]
Progresso 2455000/5236609 [Task 120]
Progresso 2456000/5236609 [Task 56]
Progresso 2457000/5236609 [Task 125]
Progresso 2458000/5236609 [Task 61]
Progresso 2459000/5236609 [Task 130]
Progresso 2460000/5236609 [Task 66]
Progresso 2461000/5236609 [Task 2]
Progresso 2462000/5236609 [Task 71]
Progresso 2463000/5236609 [Task 7]
Progresso 2464000/5236609 [Task 76]
Progresso 2465000/5236609 [Task 12]
Progresso 2466000/5236609 [Task 81]
Progresso 2467000/5236609 [Task 17]
Progresso 2468000/5236609 [Task 86]
Progresso 2469000/5236609 [Task 22]
Progresso 2470000/5236609 [Task 91]
Progresso 2471000/5236609 [Task 27]
Progresso 2472000/5236609 [Task 96]
Progresso 2473000/5236609 [Task 32]
Progresso 2474000/5236609 [Task 101]
Progresso 2475000/5236609 [Task 37]
Progresso 2476000/5236609 [Task 106]
Progresso 2477000/5236609 [Task 42]
